Feature ID	Taxon
K21767	Brite Hierarchies;Protein families: signaling and cellular processes;Cytoskeleton proteins;K21767 tubulin-specific chaperone D
K21768	Brite Hierarchies;Protein families: signaling and cellular processes;Cytoskeleton proteins;K21768 tubulin-specific chaperone E
K21769	Cellular Processes;Cell growth and death;Cellular senescence;K21769 myb-related protein B
K21770	Cellular Processes;Cell growth and death;FoxO signaling pathway;K21770 G2/mitotic-specific cyclin-B2
K21771	Cellular Processes;Cell growth and death;FoxO signaling pathway;K21771 G2/mitotic-specific cyclin-B3
K21776	Cellular Processes;Cell growth and death;Cellular senescence;K21776 protein lin-54
K21777	Brite Hierarchies;Protein families: genetic information processing;DNA replication proteins;K21777 G2/mitotic-specific cyclin-B, other
K21778	Metabolism;Biosynthesis of other secondary metabolites;Prodigiosin biosynthesis;K21778 3-acetyloctanal aminotransferase 
K21780	Metabolism;Biosynthesis of other secondary metabolites;Prodigiosin biosynthesis;K21780 L-proline---
K21787	Metabolism;Biosynthesis of other secondary metabolites;Prodigiosin biosynthesis;K21787 prodigiosin/undecylprodigiosin synthetase
K21791	Metabolism;Biosynthesis of other secondary metabolites;Prodigiosin biosynthesis;K21791 thioesterase
K21792	Metabolism;Biosynthesis of other secondary metabolites;Prodigiosin biosynthesis;K21792 polyketide synthase
K21793	Metabolism;Biosynthesis of other secondary metabolites;Prodigiosin biosynthesis;K21793 oxidoreductase
K21797	Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism;K21797 phosphatidylinositol 4-phosphatase 
K21798	Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism;K21798 phosphatidylinositol 4-phosphatase 
K21801	Metabolism;Amino acid metabolism;Tryptophan metabolism;K21801 indoleacetamide hydrolase 
K21802	Metabolism;Xenobiotics biodegradation and metabolism;Aminobenzoate degradation;K21802 vanillin dehydrogenase 
K21806	Brite Hierarchies;Protein families: genetic information processing;Messenger RNA biogenesis;K21806 protein N-lysine methyltransferase METTL21D 
K21813	Brite Hierarchies;Protein families: genetic information processing;DNA repair and recombination proteins;K21813 endonuclease V 
K21814	Brite Hierarchies;Protein families: metabolism;Protein phosphatases and associated proteins;K21814 serine/threonine-protein phosphatase CPPED1 
K21816	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K21816 sulfite reductase (coenzyme F420) 
K21825	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21825 AraC family transcriptional regulator, L-arginine-responsive activator
K21826	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21826 AraC family transcriptional regulator, glycine betaine-responsive activator
K21828	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21828 CRP/FNR family transcriptional regulator, arginine deiminase pathway regulator
K21829	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21829 D-arginine utilization repressor
K21830	Not Included in Pathway or Brite;Unclassified: metabolism;Lipid metabolism;K21830 phosphorylcholine phosphatase
K21832	Not Included in Pathway or Brite;Poorly characterized;General function prediction only;K21832 glycine betaine catabolism B
K21833	Not Included in Pathway or Brite;Poorly characterized;General function prediction only;K21833 dimethylglycine catabolism A
K21834	Not Included in Pathway or Brite;Poorly characterized;General function prediction only;K21834 dimethylglycine catabolism B
K21841	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K21841 TBC1 domain family member 24
K21843	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K21843 tetratricopeptide repeat protein 7
K21850	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K21850 beta-glucan synthesis-associated protein KRE6
K21862	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K21862 voltage-gated cation channel
K21866	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K21866 ion channel POLLUX/CASTOR
K21867	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K21867 potassium channel
K21868	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K21868 myosin VIIb
K21871	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K21871 M-phase phosphoprotein 8
K21877	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K21877 harmonin
K21883	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism;K21883 2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) 
K21885	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21885 ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor
K21886	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21886 ArsR family transcriptional regulator, nickel/cobalt-responsive transcriptional repressor
K21887	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K21887 cation-transporting P-type ATPase J 
K21891	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K21891 calcium load-activated calcium channel
K21898	Metabolism;Metabolism of other amino acids;D-Arginine and D-ornithine metabolism;K21898 ornithine racemase 
K21900	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21900 LysR family transcriptional regulator, transcriptional activator of the cysJI operon
K21902	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21902 MerR family transcriptional regulator, repressor of the yfmOP operon
K21903	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21903 ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor
K21905	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21905 AraC family transcriptional regulator, glutamate-dependent acid resistance regulator
K21908	Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Structural proteins;K21908 membrane protein HdeD
K21909	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K21909 D-erythrulose 1-phosphate 3-epimerase 
K21910	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K21910 L-erythrulose 1-phosphate isomerase 
K21911	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K21911 D-erythrulose 4-phosphate isomerase 
K21916	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K21916 BTB/POZ domain-containing protein KCTD6
K21917	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K21917 BTB/POZ domain-containing protein KCTD7/14
K21922	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K21922 BTB/POZ domain-containing protein KCTD21
K21929	Genetic Information Processing;Replication and repair;Base excision repair;K21929 uracil-DNA glycosylase 
K21936	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K21936 anaerobilin synthase 
K21946	Human Diseases;Signal transduction;MAPK signaling pathway;K21946 dual specificity phosphatase 6 
K21947	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K21947 tRNA-5-methyluridine54 2-sulfurtransferase 
K21948	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K21948 3-dehydrotetronate 4-kinase 
K21949	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K21949 N-(2-amino-2-carboxyethyl)-L-glutamate synthase 
K21959	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21959 LysR family transcriptional regulator, cell division regulator
K21960	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21960 LysR family transcriptional regulator, regulator of the ytmI operon
K21961	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21961 TetR/AcrR family transcriptional regulator, ethionamide resistance regulator
K21962	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21962 TetR/AcrR family transcriptional regulator, transcriptional repressor of aconitase
K21969	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K21969 tRNA (cytosine34-C5)-methyltransferase 
K21970	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K21970 5-methylcytosine rRNA methyltransferase NSUN4 
K21971	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K21971 methyltransferase NSUN6 
K21972	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K21972 MerR family transcriptional regulator, repressor of blue light- and temperature-responsive genes
K21973	Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Signaling proteins;K21973 blue light- and temperature-responsive anti-repressor
K21977	Metabolism;Metabolism of cofactors and vitamins;Pantothenate and CoA biosynthesis;K21977 phosphopantothenate---cysteine ligase (CTP) 
K21989	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K21989 calcium permeable stress-gated cation channel
K21991	Brite Hierarchies;Protein families: genetic information processing;Chaperones and folding catalysts;K21991 protein unc-45
K21993	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K21993 formate transporter
K21996	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K21996 sorting nexin-41/42
K21997	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K21997 autophagy-related protein 19/34
K22008	Brite Hierarchies;Protein families: metabolism;Protein kinases;K22008 serine/threonine-protein kinase Psk1 
K22010	Brite Hierarchies;Protein families: signaling and cellular processes;Two-component system;K22010 two-component system, response regulator PdtaR
K22011	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism;K22011 sirohydrochlorin cobalto/nickelchelatase 
K22012	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism;K22012 Ni-sirohydrochlorin a,c-diamide synthase 
K22015	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22015 formate dehydrogenase (acceptor) 
K22020	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K22020 mucin-19
K22024	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22024 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase 
K22025	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22025 D-erythronate 2-dehydrogenase 
K22026	Metabolism;Nucleotide metabolism;Purine metabolism;K22026 nucleoside kinase 
K22041	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22041 TetR/AcrR family transcriptional regulator, copper-responsive repressor
K22043	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22043 ArsR family transcriptional regulator, zinc-responsive transcriptional repressor
K22044	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K22044 moderate conductance mechanosensitive channel
K22047	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K22047 mechanosensitive ion channel protein 1/2/3
K22074	Brite Hierarchies;Protein families: genetic information processing;Mitochondrial biogenesis;K22074 NFU1 iron-sulfur cluster scaffold homolog, mitochondrial
K22078	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22078 protein-glucosylgalactosylhydroxylysine glucosidase 
K22081	Metabolism;Energy metabolism;Methane metabolism;K22081 methylamine---glutamate N-methyltransferase subunit A 
K22082	Metabolism;Energy metabolism;Methane metabolism;K22082 methylamine---glutamate N-methyltransferase subunit B 
K22083	Metabolism;Energy metabolism;Methane metabolism;K22083 methylamine---glutamate N-methyltransferase subunit C 
K22086	Metabolism;Energy metabolism;Methane metabolism;K22086 methylglutamate dehydrogenase subunit C 
K22099	Metabolism;Metabolism of cofactors and vitamins;Folate biosynthesis;K22099 dihydrofolate synthase / folylpolyglutamate synthase 
K22103	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22103 DeoR family transcriptional regulator, carbon catabolite repression regulator
K22104	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22104 GntR family transcriptional regulator, sialic acid-inducible nan operon repressor
K22105	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22105 TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator
K22106	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22106 TetR/AcrR family transcriptional regulator, repressor of fatR-cypB operon
K22107	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22107 TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
K22108	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22108 TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
K22114	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22114 dapdiamide synthase 
K22115	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22115 L-arginine-specific L-amino acid ligase 
K22116	Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Structural proteins;K22116 gamma-polyglutamate biosynthesis protein CapC
K22118	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22118 gliotoxin biosynthesis peptide synthetase 
K22120	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22120 gliotoxin biosynthesis gamma-glutamylcyclotransferase 
K22125	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K22125 myoferlin
K22126	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K22126 fer-1-like protein 5
K22127	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K22127 fer-1-like protein 6
K22128	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K22128 piezo-type mechanosensitive ion channel component 1/2
K22129	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22129 D-threonate/D-erythronate kinase 
K22130	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22130 3-dehydro-4-phosphotetronate decarboxylase 
K22132	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K22132 tRNA threonylcarbamoyladenosine dehydratase
K22133	Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism;K22133 oxalate---CoA ligase 
K22134	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K22134 MFS transporter, DHA2 family, glioxin efflux transporter
K22135	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22135 N-acetylglucosamine malate deacetylase 2 
K22136	Not Included in Pathway or Brite;Unclassified: metabolism;Carbohydrate metabolism;K22136 bacillithiol synthase
K22139	Brite Hierarchies;Protein families: genetic information processing;Mitochondrial biogenesis;K22139 mitochondrial pyruvate carrier 2
K22148	Not Included in Pathway or Brite;Unclassified: metabolism;Secondary metabolism;K22148 ferricrocin synthase
K22149	Not Included in Pathway or Brite;Unclassified: metabolism;Secondary metabolism;K22149 mevalonyl-CoA ligase
K22152	Not Included in Pathway or Brite;Unclassified: metabolism;Secondary metabolism;K22152 fusarinine C synthase
K22153	Not Included in Pathway or Brite;Unclassified: metabolism;Secondary metabolism;K22153 fusarinine C N2-transacetylase
K22157	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K22157 E3 ubiquitin-protein ligase RNF183 
K22162	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22162 F420H2 dehydrogenase subunit F 
K22164	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22164 F420H2 dehydrogenase subunit I 
K22167	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22167 F420H2 dehydrogenase subunit L 
K22168	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22168 F420H2 dehydrogenase subunit M 
K22169	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22169 F420H2 dehydrogenase subunit N 
K22182	Human Diseases;Metabolism of other amino acids;Selenocompound metabolism;K22182 thioredoxin reductase (NADPH) 
K22185	Metabolism;Carbohydrate metabolism;Pentose and glucuronate interconversions;K22185 D-xylose 1-dehydrogenase 
K22186	Metabolism;Carbohydrate metabolism;Pentose and glucuronate interconversions;K22186 xylonate dehydratase 
K22187	Metabolism;Carbohydrate metabolism;Pentose and glucuronate interconversions;K22187 alpha-ketoglutaric semialdehyde dehydrogenase 
K22197	Human Diseases;Cancers: Specific types;Hepatocellular carcinoma;K22197 BRG1-associated factor 45A
K22199	Metabolism;Carbohydrate metabolism;Pentose phosphate pathway;K22199 phosphopentomutase 
K22200	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22200 2-carboxy-D-arabinitol-1-phosphatase 
K22205	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22205 S-adenosyl-L-methionine hydrolase (adenosine-forming) 
K22210	Metabolism;Metabolism of other amino acids;D-Glutamine and D-glutamate metabolism;K22210 D-glutamate cyclase 
K22213	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22213 6-methylsalicylate decarboxylase 
K22214	Metabolism;Carbohydrate metabolism;Propanoate metabolism;K22214 propionyl-CoA:succinyl-CoA transferase 
K22223	Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism;K22223 phosphoglycolate phosphatase 
K22224	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis;K22224 acetate---CoA ligase (ADP-forming) subunit beta 
K22225	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism;K22225 siroheme decarboxylase 
K22226	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism;K22226 Fe-coproporphyrin III synthase
K22227	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism;K22227 heme synthase
K22230	Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism;K22230 scyllo-inositol 2-dehydrogenase (NADP+) 
K22232	Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism;K22232 3-dehydro-scyllo-inosose hydrolase 
K22233	Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism;K22233 5-keto-L-gluconate epimerase 
K22244	Human Diseases;Cancers: Specific types;Gastric cancer;K22244 regenerating islet-derived protein 4
K22245	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22245 inulinase 
K22248	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22248 alpha,alpha-trehalose phosphorylase (configuration-retaining) 
K22250	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22250 poly(3-hydroxyoctanoate) depolymerase 
K22251	Metabolism;Lipid metabolism;Glycerolipid metabolism;K22251 glycerol dehydrogenase 
K22252	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism;K22252 GDP-6-deoxy-D-talose 4-dehydrogenase 
K22262	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K22262 WD repeat and FYVE domain-containing protein 3
K22267	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K22267 starch-binding domain-containing protein 1
K22278	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22278 peptidoglycan-N-acetylglucosamine deacetylase 
K22285	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K22285 oxysterol-binding protein-related protein 8
K22292	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism;K22292 N-acetyl-D-muramate 6-phosphate phosphatase 
K22293	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22293 GntR family transcriptional regulator, rspAB operon transcriptional repressor
K22296	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22296 MarR family transcriptional regulator, lower aerobic nicotinate degradation pathway regulator
K22297	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22297 Fur family transcriptional regulator, stress-responsive regulator
K22298	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22298 ArsR family transcriptional regulator, zinc-responsive transcriptional repressor
K22299	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22299 HTH-type transcriptional regulator, competence development regulator
K22300	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22300 HTH-type transcriptional regulator, cell division transcriptional repressor
K22303	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22303 alpha-ketoglutarate-dependent sulfate ester dioxygenase 
K22305	Metabolism;Energy metabolism;Methane metabolism;K22305 phosphoserine phosphatase 
K22306	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22306 glucosyl-3-phosphoglycerate phosphatase 
K22307	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22307 1,3-alpha-isomaltosidase 
K22309	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22309 ornithine lipid N-methyltransferase 
K22310	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22310 L-ornithine Nalpha-acyltransferase 
K22311	Metabolism;Glycan biosynthesis and metabolism;Lipoarabinomannan (LAM) biosynthesis;K22311 phosphatidylinositol dimannoside acyltransferase 
K22314	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22314 glucosinolate gamma-glutamyl hydrolase 
K22315	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22315 sedoheptulose-bisphosphatase 
K22316	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism;K22316 ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase 
K22317	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22317 acyl-CoA:acyl-CoA alkyltransferase 
K22318	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22318 cis-3-alkyl-4-acyloxetan-2-one decarboxylase 
K22319	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22319 olefin beta-lactone synthetase 
K22320	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22320 2-alkyl-3-oxoalkanoate reductase 
K22322	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22322 A-factor type gamma-butyrolactone 1'-reductase (1S-forming) 
K22325	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22325 chloroacetanilide N-alkylformylase 
K22330	Metabolism;Amino acid metabolism;Tyrosine metabolism;K22330 tyrosine decarboxylase 
K22337	Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism;K22337 trehalose 6-phosphate synthase complex regulatory subunit
K22339	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22339 formate dehydrogenase (NAD+, ferredoxin) subunit B 
K22340	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22340 formate dehydrogenase (NAD+, ferredoxin) subunit C 
K22343	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22343 dimethylamine monooxygenase subunit B 
K22347	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22347 4,4'-dithiodibutanoate disulfide reductase 
K22366	Not Included in Pathway or Brite;Unclassified: metabolism;Amino acid metabolism;K22366 thioredoxin reductase-like selenoprotein T
K22369	Brite Hierarchies;Protein families: metabolism;Peptidases;K22369 epoxide hydrolase 4 
K22372	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K22372 E3 ISG15--protein ligase 
K22373	Metabolism;Carbohydrate metabolism;Pyruvate metabolism;K22373 lactate racemase 
K22374	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22374 3''-deamino-3''-oxonicotianamine reductase 
K22376	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K22376 E3 ubiquitin-protein ligase KCMF1 
K22378	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K22378 E3 ubiquitin-protein ligase RNF181 
K22381	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K22381 E3 ubiquitin-protein ligase ZNF598 
K22382	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K22382 WD repeat-containing protein 26
K22389	Metabolism;Lipid metabolism;Glycerophospholipid metabolism;K22389 phospholipase A1 
K22390	Not Included in Pathway or Brite;Unclassified: metabolism;Others;K22390 acid phosphatase type 7
K22391	Metabolism;Metabolism of cofactors and vitamins;Folate biosynthesis;K22391 GTP cyclohydrolase I 
K22397	Metabolism;Carbohydrate metabolism;Pentose and glucuronate interconversions;K22397 2-dehydro-3-deoxy-D-pentonate aldolase 
K22399	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K22399 pachytene checkpoint protein 2
K22403	Not Included in Pathway or Brite;Unclassified: genetic information processing;Transcription;K22403 zinc finger MIZ domain-containing protein
K22405	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22405 NADH oxidase (H2O-forming) 
K22408	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22408 diacetylchitobiose deacetylase 
K22409	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22409 N-acetylmuramoyl-L-alanine amidase 
K22410	Organismal Systems;Environmental adaptation;Thermogenesis;K22410 PR domain zinc finger protein 16
K22418	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22418 11beta/17beta-hydroxysteroid dehydrogenase 
K22424	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22424 glutamine kinase 
K22427	Metabolism;Amino acid metabolism;Phenylalanine metabolism;K22427 phenylalanine decarboxylase 
K22430	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22430 caffeyl-CoA reductase-Etf complex subunit CarC 
K22431	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22431 caffeyl-CoA reductase-Etf complex subunit CarD 
K22432	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22432 caffeyl-CoA reductase-Etf complex subunit CarE 
K22438	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22438 trans-aconitate 3-methyltransferase 
K22441	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22441 diamine N-acetyltransferase 
K22444	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22444 carnitine monooxygenase subunit 
K22446	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K22446 tRNA (cytosine49-C5)-methyltransferase 
K22447	Brite Hierarchies;Protein families: genetic information processing;Chaperones and folding catalysts;K22447 archaeal chaperonin
K22450	Metabolism;Amino acid metabolism;Tryptophan metabolism;K22450 aralkylamine N-acetyltransferase 
K22451	Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism;K22451 4-alpha-glucanotransferase 
K22452	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K22452 protein-glutamine gamma-glutamyltransferase 
K22456	Organismal Systems;Endocrine system;Estrogen signaling pathway;K22456 trefoil factor 1
K22457	Metabolism;Amino acid metabolism;Alanine, aspartate and glutamate metabolism;K22457 asparagine---oxo-acid transaminase 
K22468	Metabolism;Energy metabolism;Oxidative phosphorylation;K22468 polyphosphate kinase 
K22476	Metabolism;Amino acid metabolism;Arginine biosynthesis;K22476 N-acetylglutamate synthase 
K22477	Metabolism;Amino acid metabolism;Arginine biosynthesis;K22477 N-acetylglutamate synthase 
K22480	Metabolism;Energy metabolism;Methane metabolism;K22480 heterodisulfide reductase subunit A1 
K22481	Metabolism;Energy metabolism;Methane metabolism;K22481 heterodisulfide reductase subunit B1 
K22482	Metabolism;Energy metabolism;Methane metabolism;K22482 heterodisulfide reductase subunit C1 
K22489	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22489 MarR family transcriptional regulator, temperature-dependent positive regulator of motility
K22491	Brite Hierarchies;Protein families: genetic information processing;Transcription factors;K22491 MerR family transcriptional regulator, light-induced transcriptional regulator
Unclassified	Unclassified;Unclassified;Unclassified;Unclassified Unclassified
K00036	Metabolism;Carbohydrate metabolism;Pentose phosphate pathway;K00036 glucose-6-phosphate 1-dehydrogenase 
K00070	Organismal Systems;Endocrine system;Steroid hormone biosynthesis;K00070 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase 
